VENDOR_ID,CLIENT,VENDOR_GSTIN,VENDOR_NAME,IDENTIFIER_TEXT,DOCUMENT_TEXT,MATCH_SCORE
SWIGGY_1,SWIGGY,27AAHCA3591J1ZE,ALKA LIFESTYLES PRIVATE LIMITED,ALKA LIFESTYLES PRIVATE LIMITED 27AAHCA3591J1ZE ALKA LIFESTYLES PRIVATE LIMITED 27AAHCA3591J1ZE,ALKA LIFESTYLES PRIVATE LIMITED 27AAHCA3591J1ZE ALKA LIFESTYLES PRIVATE LIMITED 27AAHCA3591J1ZE,1
SWIGGY_2,SWIGGY,27AAGCK6297C1ZB,KAVV FOODS PRIVATE LIMITED,KAVV FOODS PRIVATE LIMITED 27AAGCK6297C1ZB KAVV FOODS PRIVATE LIMITED 27AAGCK6297C1ZB,KAVV FOODS PRIVATE LIMITED 27AAGCK6297C1ZB KAVV FOODS PRIVATE LIMITED 27AAGCK6297C1ZB,1
SWIGGY_3,SWIGGY,27AAGCK6551R1ZR,KRISKA GENESIS INGREDIENTS PRIVATE LIMITED,KRISKA GENESIS INGREDIENTS PRIVATE LIMITED 27AAGCK6551R1ZR KRISKA GENESIS INGREDIENTS PRIVATE LIMITED 27AAGCK6551R1ZR,KRISKA GENESIS INGREDIENTS PRIVATE LIMITED 27AAGCK6551R1ZR KRISKA GENESIS INGREDIENTS PRIVATE LIMITED 27AAGCK6551R1ZR,1
SWIGGY_4,SWIGGY,27AAGCP3462J1Z6,PRO BODY BALANCE PRIVATE LIMITED,PRO BODY BALANCE PRIVATE LIMITED 27AAGCP3462J1Z6 PRO BODY BALANCE PRIVATE LIMITED 27AAGCP3462J1Z6,PRO BODY BALANCE PRIVATE LIMITED 27AAGCP3462J1Z6 PRO BODY BALANCE PRIVATE LIMITED 27AAGCP3462J1Z6,1
SWIGGY_5,SWIGGY,27AAGCR6808Q1ZM,RAKYAN BEVERAGES PRIVATE LIMITED,RAKYAN BEVERAGES PRIVATE LIMITED 27AAGCR6808Q1ZM RAKYAN BEVERAGES PRIVATE LIMITED 27AAGCR6808Q1ZM,RAKYAN BEVERAGES PRIVATE LIMITED 27AAGCR6808Q1ZM RAKYAN BEVERAGES PRIVATE LIMITED 27AAGCR6808Q1ZM,1
SWIGGY_6,SWIGGY,27AAGCS6673N1ZK,SHIVALIK INDIA ALCO PVT LTD,SHIVALIK INDIA ALCO PVT LTD 27AAGCS6673N1ZK SHIVALIK INDIA ALCO PVT LTD 27AAGCS6673N1ZK,SHIVALIK INDIA ALCO PVT LTD 27AAGCS6673N1ZK SHIVALIK INDIA ALCO PVT LTD 27AAGCS6673N1ZK,1
SWIGGY_7,SWIGGY,27AAHCD5904A1Z1,DISTRICO INDIA PRIVATE LIMITED,DISTRICO INDIA PRIVATE LIMITED 27AAHCD5904A1Z1 DISTRICO INDIA PRIVATE LIMITED 27AAHCD5904A1Z1,DISTRICO INDIA PRIVATE LIMITED 27AAHCD5904A1Z1 DISTRICO INDIA PRIVATE LIMITED 27AAHCD5904A1Z1,1
SWIGGY_8,SWIGGY,27AAHCG7847D1ZE,GREEN LIGHT FOODS PRIVATE LIMITED,GREEN LIGHT FOODS PRIVATE LIMITED 27AAHCG7847D1ZE GREEN LIGHT FOODS PRIVATE LIMITED 27AAHCG7847D1ZE,GREEN LIGHT FOODS PRIVATE LIMITED 27AAHCG7847D1ZE GREEN LIGHT FOODS PRIVATE LIMITED 27AAHCG7847D1ZE,1
SWIGGY_9,SWIGGY,27AAHCG9136F1ZG,GLOBALVALUE FOOD AND CONDIMENTS PRIVATE LIMITED,GLOBALVALUE FOOD AND CONDIMENTS PRIVATE LIMITED 27AAHCG9136F1ZG GLOBALVALUE FOOD AND CONDIMENTS PRIVATE LIMITED 27AAHCG9136F1ZG,GLOBALVALUE FOOD AND CONDIMENTS PRIVATE LIMITED 27AAHCG9136F1ZG GLOBALVALUE FOOD AND CONDIMENTS PRIVATE LIMITED 27AAHCG9136F1ZG,1
SWIGGY_10,SWIGGY,27AAHCN1219L1ZC,NAVJYOT ENTERPRISES PRIVATE LIMITED,NAVJYOT ENTERPRISES PRIVATE LIMITED 27AAHCN1219L1ZC NAVJYOT ENTERPRISES PRIVATE LIMITED 27AAHCN1219L1ZC,NAVJYOT ENTERPRISES PRIVATE LIMITED 27AAHCN1219L1ZC NAVJYOT ENTERPRISES PRIVATE LIMITED 27AAHCN1219L1ZC,1
SWIGGY_11,SWIGGY,27AAHCP7616F1ZA,P D SHAH & SONS TRADERS PRIVATE LIMITED,P D SHAH & SONS TRADERS PRIVATE LIMITED 27AAHCP7616F1ZA P D SHAH & SONS TRADERS PRIVATE LIMITED 27AAHCP7616F1ZA,P D SHAH & SONS TRADERS PRIVATE LIMITED 27AAHCP7616F1ZA P D SHAH & SONS TRADERS PRIVATE LIMITED 27AAHCP7616F1ZA,1
SWIGGY_12,SWIGGY,27AAICG3593P1ZT,GREENSAT INNOVATION LABS PRIVATE LIMITED,GREENSAT INNOVATION LABS PRIVATE LIMITED 27AAICG3593P1ZT GREENSAT INNOVATION LABS PRIVATE LIMITED 27AAICG3593P1ZT,GREENSAT INNOVATION LABS PRIVATE LIMITED 27AAICG3593P1ZT GREENSAT INNOVATION LABS PRIVATE LIMITED 27AAICG3593P1ZT,1
SWIGGY_13,SWIGGY,27AAICK1017G1ZT,KISANKONNECT FARMER PRODUCER COMPANY LIMITED,KISANKONNECT FARMER PRODUCER COMPANY LIMITED 27AAICK1017G1ZT KISANKONNECT FARMER PRODUCER COMPANY LIMITED 27AAICK1017G1ZT,KISANKONNECT FARMER PRODUCER COMPANY LIMITED 27AAICK1017G1ZT KISANKONNECT FARMER PRODUCER COMPANY LIMITED 27AAICK1017G1ZT,1
SWIGGY_14,SWIGGY,27AAICM0814H1ZM,MIMANSA INDUSTRIES PRIVATE LIMITED,MIMANSA INDUSTRIES PRIVATE LIMITED 27AAICM0814H1ZM MIMANSA INDUSTRIES PRIVATE LIMITED 27AAICM0814H1ZM,MIMANSA INDUSTRIES PRIVATE LIMITED 27AAICM0814H1ZM MIMANSA INDUSTRIES PRIVATE LIMITED 27AAICM0814H1ZM,1
SWIGGY_15,SWIGGY,27AAICM1839L1Z2,MUHAVRA ENTERPRISES PRIVATE LIMITED,MUHAVRA ENTERPRISES PRIVATE LIMITED 27AAICM1839L1Z2 MUHAVRA ENTERPRISES PRIVATE LIMITED 27AAICM1839L1Z2,MUHAVRA ENTERPRISES PRIVATE LIMITED 27AAICM1839L1Z2 MUHAVRA ENTERPRISES PRIVATE LIMITED 27AAICM1839L1Z2,1
SWIGGY_16,SWIGGY,27AAICM3930G1ZH,ID FRESH FOOD INDIA PRIVATE LIMITED,ID FRESH FOOD INDIA PRIVATE LIMITED 27AAICM3930G1ZH ID FRESH FOOD INDIA PRIVATE LIMITED 27AAICM3930G1ZH,ID FRESH FOOD INDIA PRIVATE LIMITED 27AAICM3930G1ZH ID FRESH FOOD INDIA PRIVATE LIMITED 27AAICM3930G1ZH,1
SWIGGY_17,SWIGGY,27AAICS1030P1Z5,BIKAJI FOODS INTERNATIONAL LIMITED,BIKAJI FOODS INTERNATIONAL LIMITED 27AAICS1030P1Z5 BIKAJI FOODS INTERNATIONAL LIMITED 27AAICS1030P1Z5,BIKAJI FOODS INTERNATIONAL LIMITED 27AAICS1030P1Z5 BIKAJI FOODS INTERNATIONAL LIMITED 27AAICS1030P1Z5,1
SWIGGY_18,SWIGGY,27AAJCP4622M1Z1,POSITIVE FOOD VENTURES PRIVATE LIMITED,POSITIVE FOOD VENTURES PRIVATE LIMITED 27AAJCP4622M1Z1 POSITIVE FOOD VENTURES PRIVATE LIMITED 27AAJCP4622M1Z1,POSITIVE FOOD VENTURES PRIVATE LIMITED 27AAJCP4622M1Z1 POSITIVE FOOD VENTURES PRIVATE LIMITED 27AAJCP4622M1Z1,1
SWIGGY_19,SWIGGY,27AAJPG9370L1Z6,RASHMIBEN KISHOR GALA,RASHMIBEN KISHOR GALA 27AAJPG9370L1Z6 RASHMIBEN KISHOR GALA 27AAJPG9370L1Z6 RASHMIBEN KISHOR GALA 27AAJPG9370L1Z6 RASHMIBEN KISHOR GALA 27AAJPG9370L1Z6,RASHMIBEN KISHOR GALA 27AAJPG9370L1Z6 RASHMIBEN KISHOR GALA 27AAJPG9370L1Z6 RASHMIBEN KISHOR GALA 27AAJPG9370L1Z6 RASHMIBEN KISHOR GALA 27AAJPG9370L1Z6,1
SWIGGY_20,SWIGGY,27AAJPW5063E1ZF,R.V.ENTERPRISES,R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF,R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF R.V.ENTERPRISES 27AAJPW5063E1ZF,1
SWIGGY_22,SWIGGY,27AAKCM0484H1ZA,MUDDY PUDDLE FOODS PRIVATE LIMITED,MUDDY PUDDLE FOODS PRIVATE LIMITED 27AAKCM0484H1ZA MUDDY PUDDLE FOODS PRIVATE LIMITED 27AAKCM0484H1ZA,MUDDY PUDDLE FOODS PRIVATE LIMITED 27AAKCM0484H1ZA MUDDY PUDDLE FOODS PRIVATE LIMITED 27AAKCM0484H1ZA,1
SWIGGY_23,SWIGGY,27AAKCM0642F1ZM,MEAT AND SPICE PRIVATE LIMITED,MEAT AND SPICE PRIVATE LIMITED 27AAKCM0642F1ZM MEAT AND SPICE PRIVATE LIMITED 27AAKCM0642F1ZM,MEAT AND SPICE PRIVATE LIMITED 27AAKCM0642F1ZM MEAT AND SPICE PRIVATE LIMITED 27AAKCM0642F1ZM,1
SWIGGY_24,SWIGGY,27AAKCR1824N1ZY,RUBICON CONSUMER HEALTHCARE PRIVATE LIMITED,RUBICON CONSUMER HEALTHCARE PRIVATE LIMITED 27AAKCR1824N1ZY RUBICON CONSUMER HEALTHCARE PRIVATE LIMITED 27AAKCR1824N1ZY,RUBICON CONSUMER HEALTHCARE PRIVATE LIMITED 27AAKCR1824N1ZY RUBICON CONSUMER HEALTHCARE PRIVATE LIMITED 27AAKCR1824N1ZY,1
SWIGGY_25,SWIGGY,27AAKCS5451Q1ZK,SUNFRESH AGRO  INDUSTRIES  PVT  LTD,SUNFRESH AGRO  INDUSTRIES  PVT  LTD 27AAKCS5451Q1ZK SUNFRESH AGRO  INDUSTRIES  PVT  LTD 27AAKCS5451Q1ZK,SUNFRESH AGRO  INDUSTRIES  PVT  LTD 27AAKCS5451Q1ZK SUNFRESH AGRO  INDUSTRIES  PVT  LTD 27AAKCS5451Q1ZK,1
SWIGGY_27,SWIGGY,27AALFD1860G1ZG,DYNAMIC FACILITY MANAGEMENT SERVICES,DYNAMIC FACILITY MANAGEMENT SERVICES 27AALFD1860G1ZG DYNAMIC FACILITY MANAGEMENT SERVICES 27AALFD1860G1ZG,DYNAMIC FACILITY MANAGEMENT SERVICES 27AALFD1860G1ZG DYNAMIC FACILITY MANAGEMENT SERVICES 27AALFD1860G1ZG,1
SWIGGY_28,SWIGGY,27AALFD7157J1ZZ,DELOITTE TOUCHE TOHMATSU INDIA LLP,DELOITTE TOUCHE TOHMATSU INDIA LLP 27AALFD7157J1ZZ DELOITTE TOUCHE TOHMATSU INDIA LLP 27AALFD7157J1ZZ,DELOITTE TOUCHE TOHMATSU INDIA LLP 27AALFD7157J1ZZ DELOITTE TOUCHE TOHMATSU INDIA LLP 27AALFD7157J1ZZ,1
SWIGGY_29,SWIGGY,27AAMCM3112A1ZZ,MHTRADELINK SERVICES PRIVATE LIMITED,MHTRADELINK SERVICES PRIVATE LIMITED 27AAMCM3112A1ZZ MHTRADELINK SERVICES PRIVATE LIMITED 27AAMCM3112A1ZZ,MHTRADELINK SERVICES PRIVATE LIMITED 27AAMCM3112A1ZZ MHTRADELINK SERVICES PRIVATE LIMITED 27AAMCM3112A1ZZ,1
SWIGGY_30,SWIGGY,27AAPCS9575E1ZN,DELHIVERY LIMITED,DELHIVERY LIMITED 27AAPCS9575E1ZN DELHIVERY LIMITED 27AAPCS9575E1ZN DELHIVERY LIMITED 27AAPCS9575E1ZN DELHIVERY LIMITED 27AAPCS9575E1ZN,DELHIVERY LIMITED 27AAPCS9575E1ZN DELHIVERY LIMITED 27AAPCS9575E1ZN DELHIVERY LIMITED 27AAPCS9575E1ZN DELHIVERY LIMITED 27AAPCS9575E1ZN,1
SWIGGY_31,SWIGGY,27AAPPA3019E1Z3,SAI AGENCY,SAI AGENCY 27AAPPA3019E1Z3 SAI AGENCY 27AAPPA3019E1Z3 SAI AGENCY 27AAPPA3019E1Z3 SAI AGENCY 27AAPPA3019E1Z3,SAI AGENCY 27AAPPA3019E1Z3 SAI AGENCY 27AAPPA3019E1Z3 SAI AGENCY 27AAPPA3019E1Z3 SAI AGENCY 27AAPPA3019E1Z3,1
SWIGGY_32,SWIGGY,27AAPPK3547F1ZI,VENTURA LOGISTICS / VENTURA ENTERPRISE / VENTURA SERVICES / VAYU TRANSPORT SERVICE / VENTURA SALES,VENTURA LOGISTICS / VENTURA ENTERPRISE / VENTURA SERVICES / VAYU TRANSPORT SERVICE / VENTURA SALES 27AAPPK3547F1ZI,VENTURA LOGISTICS / VENTURA ENTERPRISE / VENTURA SERVICES / VAYU TRANSPORT SERVICE / VENTURA SALES 27AAPPK3547F1ZI,1
SWIGGY_33,SWIGGY,27AAQPA3901J1ZS,POOJA DISTRIBUTORS / KARTIK VENTURE,POOJA DISTRIBUTORS / KARTIK VENTURE 27AAQPA3901J1ZS POOJA DISTRIBUTORS / KARTIK VENTURE 27AAQPA3901J1ZS,POOJA DISTRIBUTORS / KARTIK VENTURE 27AAQPA3901J1ZS POOJA DISTRIBUTORS / KARTIK VENTURE 27AAQPA3901J1ZS,1
SWIGGY_34,SWIGGY,27AASCA5755D1ZE,MOSAIC WELLNESS PRIVATE LIMITED,MOSAIC WELLNESS PRIVATE LIMITED 27AASCA5755D1ZE MOSAIC WELLNESS PRIVATE LIMITED 27AASCA5755D1ZE,MOSAIC WELLNESS PRIVATE LIMITED 27AASCA5755D1ZE MOSAIC WELLNESS PRIVATE LIMITED 27AASCA5755D1ZE,1
SWIGGY_36,SWIGGY,27AAYCS8675E1ZF,SLEEPY OWL COFFEE PRIVATE LIMITED,SLEEPY OWL COFFEE PRIVATE LIMITED 27AAYCS8675E1ZF SLEEPY OWL COFFEE PRIVATE LIMITED 27AAYCS8675E1ZF,SLEEPY OWL COFFEE PRIVATE LIMITED 27AAYCS8675E1ZF SLEEPY OWL COFFEE PRIVATE LIMITED 27AAYCS8675E1ZF,1
SWIGGY_37,SWIGGY,27AAZCS3581N1Z8,SAUCERY FOODS PRIVATE LIMITED,SAUCERY FOODS PRIVATE LIMITED 27AAZCS3581N1Z8 SAUCERY FOODS PRIVATE LIMITED 27AAZCS3581N1Z8,SAUCERY FOODS PRIVATE LIMITED 27AAZCS3581N1Z8 SAUCERY FOODS PRIVATE LIMITED 27AAZCS3581N1Z8,1
SWIGGY_38,SWIGGY,27ABBPG9335L1ZF,PLANETTELECOM/VERSATILE SERVICES,PLANETTELECOM/VERSATILE SERVICES 27ABBPG9335L1ZF PLANETTELECOM/VERSATILE SERVICES 27ABBPG9335L1ZF PLANETTELECOM/VERSATILE SERVICES 27ABBPG9335L1ZF PLANETTELECOM/VERSATILE SERVICES 27ABBPG9335L1ZF,PLANETTELECOM/VERSATILE SERVICES 27ABBPG9335L1ZF PLANETTELECOM/VERSATILE SERVICES 27ABBPG9335L1ZF PLANETTELECOM/VERSATILE SERVICES 27ABBPG9335L1ZF PLANETTELECOM/VERSATILE SERVICES 27ABBPG9335L1ZF,1
SWIGGY_39,SWIGGY,27ABCCS5447H1Z5,SHIVANIKA FOODS PRIVATE LIMITED,SHIVANIKA FOODS PRIVATE LIMITED 27ABCCS5447H1Z5 SHIVANIKA FOODS PRIVATE LIMITED 27ABCCS5447H1Z5,SHIVANIKA FOODS PRIVATE LIMITED 27ABCCS5447H1Z5 SHIVANIKA FOODS PRIVATE LIMITED 27ABCCS5447H1Z5,1
SWIGGY_40,SWIGGY,27ABDCS9472M1ZK,SEEDBED TECHNOLOGY PRIVATE LIMITED,SEEDBED TECHNOLOGY PRIVATE LIMITED 27ABDCS9472M1ZK SEEDBED TECHNOLOGY PRIVATE LIMITED 27ABDCS9472M1ZK,SEEDBED TECHNOLOGY PRIVATE LIMITED 27ABDCS9472M1ZK SEEDBED TECHNOLOGY PRIVATE LIMITED 27ABDCS9472M1ZK,1
SWIGGY_41,SWIGGY,27ABFPW5834J1Z3,MITHUN SHAMJI BHAI WAGHELA,MITHUN SHAMJI BHAI WAGHELA 27ABFPW5834J1Z3 MITHUN SHAMJI BHAI WAGHELA 27ABFPW5834J1Z3,MITHUN SHAMJI BHAI WAGHELA 27ABFPW5834J1Z3 MITHUN SHAMJI BHAI WAGHELA 27ABFPW5834J1Z3,1
SWIGGY_42,SWIGGY,27ABKPP5880C1ZE,"SHUBHAM DISTRIBUTORS, OM DISTRIBUTORS, DWARKA AGENCY","SHUBHAM DISTRIBUTORS, OM DISTRIBUTORS, DWARKA AGENCY 27ABKPP5880C1ZE SHUBHAM DISTRIBUTORS, OM DISTRIBUTORS, DWARKA AGENCY 27ABKPP5880C1ZE","SHUBHAM DISTRIBUTORS, OM DISTRIBUTORS, DWARKA AGENCY 27ABKPP5880C1ZE SHUBHAM DISTRIBUTORS, OM DISTRIBUTORS, DWARKA AGENCY 27ABKPP5880C1ZE",1
SWIGGY_43,SWIGGY,27ABNPV7046H1Z1,PALAMOOTTIL INFRASTRUCTURE,PALAMOOTTIL INFRASTRUCTURE 27ABNPV7046H1Z1 PALAMOOTTIL INFRASTRUCTURE 27ABNPV7046H1Z1 PALAMOOTTIL INFRASTRUCTURE 27ABNPV7046H1Z1 PALAMOOTTIL INFRASTRUCTURE 27ABNPV7046H1Z1,PALAMOOTTIL INFRASTRUCTURE 27ABNPV7046H1Z1 PALAMOOTTIL INFRASTRUCTURE 27ABNPV7046H1Z1 PALAMOOTTIL INFRASTRUCTURE 27ABNPV7046H1Z1 PALAMOOTTIL INFRASTRUCTURE 27ABNPV7046H1Z1,1
SWIGGY_44,SWIGGY,27ABQFA0145D1ZQ,A K SUPPLIERS,A K SUPPLIERS 27ABQFA0145D1ZQ A K SUPPLIERS 27ABQFA0145D1ZQ A K SUPPLIERS 27ABQFA0145D1ZQ A K SUPPLIERS 27ABQFA0145D1ZQ,A K SUPPLIERS 27ABQFA0145D1ZQ A K SUPPLIERS 27ABQFA0145D1ZQ A K SUPPLIERS 27ABQFA0145D1ZQ A K SUPPLIERS 27ABQFA0145D1ZQ,1
SWIGGY_45,SWIGGY,27AEAPJ1030K1ZX,TRIMURTI DEVELOPERS,TRIMURTI DEVELOPERS 27AEAPJ1030K1ZX TRIMURTI DEVELOPERS 27AEAPJ1030K1ZX TRIMURTI DEVELOPERS 27AEAPJ1030K1ZX TRIMURTI DEVELOPERS 27AEAPJ1030K1ZX,TRIMURTI DEVELOPERS 27AEAPJ1030K1ZX TRIMURTI DEVELOPERS 27AEAPJ1030K1ZX TRIMURTI DEVELOPERS 27AEAPJ1030K1ZX TRIMURTI DEVELOPERS 27AEAPJ1030K1ZX,1
SWIGGY_46,SWIGGY,27AJYPK4522G1ZV,1) GLOBAL E RETAILERS 2) GLOBAL MARKETING 3) N LOGISTICS 4) GLOBAL MARKETING-HR,1) GLOBAL E RETAILERS 2) GLOBAL MARKETING 3) N LOGISTICS 4) GLOBAL MARKETING-HR 27AJYPK4522G1ZV,1) GLOBAL E RETAILERS 2) GLOBAL MARKETING 3) N LOGISTICS 4) GLOBAL MARKETING-HR 27AJYPK4522G1ZV,1
SWIGGY_47,SWIGGY,27ALHPG6738K1ZP,AVID CONSUMABLES,AVID CONSUMABLES 27ALHPG6738K1ZP AVID CONSUMABLES 27ALHPG6738K1ZP AVID CONSUMABLES 27ALHPG6738K1ZP AVID CONSUMABLES 27ALHPG6738K1ZP,AVID CONSUMABLES 27ALHPG6738K1ZP AVID CONSUMABLES 27ALHPG6738K1ZP AVID CONSUMABLES 27ALHPG6738K1ZP AVID CONSUMABLES 27ALHPG6738K1ZP,1
SWIGGY_48,SWIGGY,27AMQPP8448K1Z2,AKSHAY ENTERPRISES/ BAKERY PRODUCTS,AKSHAY ENTERPRISES/ BAKERY PRODUCTS 27AMQPP8448K1Z2 AKSHAY ENTERPRISES/ BAKERY PRODUCTS 27AMQPP8448K1Z2,AKSHAY ENTERPRISES/ BAKERY PRODUCTS 27AMQPP8448K1Z2 AKSHAY ENTERPRISES/ BAKERY PRODUCTS 27AMQPP8448K1Z2,1
SWIGGY_49,SWIGGY,27ANRPH0910L1ZU,ONE ONE ZERO ENTERPRISES MUM,ONE ONE ZERO ENTERPRISES MUM 27ANRPH0910L1ZU ONE ONE ZERO ENTERPRISES MUM 27ANRPH0910L1ZU,ONE ONE ZERO ENTERPRISES MUM 27ANRPH0910L1ZU ONE ONE ZERO ENTERPRISES MUM 27ANRPH0910L1ZU,1
SWIGGY_50,SWIGGY,27ANZPS9890G1ZP,K.G.N TRADING,K.G.N TRADING 27ANZPS9890G1ZP K.G.N TRADING 27ANZPS9890G1ZP K.G.N TRADING 27ANZPS9890G1ZP K.G.N TRADING 27ANZPS9890G1ZP,K.G.N TRADING 27ANZPS9890G1ZP K.G.N TRADING 27ANZPS9890G1ZP K.G.N TRADING 27ANZPS9890G1ZP K.G.N TRADING 27ANZPS9890G1ZP,1
SWIGGY_51,SWIGGY,27AOOPM4146H1ZN,SHIVAM MILK AGENCY,SHIVAM MILK AGENCY 27AOOPM4146H1ZN SHIVAM MILK AGENCY 27AOOPM4146H1ZN SHIVAM MILK AGENCY 27AOOPM4146H1ZN SHIVAM MILK AGENCY 27AOOPM4146H1ZN,SHIVAM MILK AGENCY 27AOOPM4146H1ZN SHIVAM MILK AGENCY 27AOOPM4146H1ZN SHIVAM MILK AGENCY 27AOOPM4146H1ZN SHIVAM MILK AGENCY 27AOOPM4146H1ZN,1
SWIGGY_52,SWIGGY,27APLPS1566B2ZR,PJAY FOODS,PJAY FOODS 27APLPS1566B2ZR PJAY FOODS 27APLPS1566B2ZR PJAY FOODS 27APLPS1566B2ZR PJAY FOODS 27APLPS1566B2ZR,PJAY FOODS 27APLPS1566B2ZR PJAY FOODS 27APLPS1566B2ZR PJAY FOODS 27APLPS1566B2ZR PJAY FOODS 27APLPS1566B2ZR,1
SWIGGY_53,SWIGGY,27AUOPK7616G1ZA,ADITYA ENTERPRISE,ADITYA ENTERPRISE 27AUOPK7616G1ZA ADITYA ENTERPRISE 27AUOPK7616G1ZA ADITYA ENTERPRISE 27AUOPK7616G1ZA ADITYA ENTERPRISE 27AUOPK7616G1ZA,ADITYA ENTERPRISE 27AUOPK7616G1ZA ADITYA ENTERPRISE 27AUOPK7616G1ZA ADITYA ENTERPRISE 27AUOPK7616G1ZA ADITYA ENTERPRISE 27AUOPK7616G1ZA,1
SWIGGY_54,SWIGGY,27AUWPG7520R1ZO,SHREEKRISHNA ENGICORP,SHREEKRISHNA ENGICORP 27AUWPG7520R1ZO SHREEKRISHNA ENGICORP 27AUWPG7520R1ZO SHREEKRISHNA ENGICORP 27AUWPG7520R1ZO SHREEKRISHNA ENGICORP 27AUWPG7520R1ZO,SHREEKRISHNA ENGICORP 27AUWPG7520R1ZO SHREEKRISHNA ENGICORP 27AUWPG7520R1ZO SHREEKRISHNA ENGICORP 27AUWPG7520R1ZO SHREEKRISHNA ENGICORP 27AUWPG7520R1ZO,1
SWIGGY_55,SWIGGY,27AXAPS5601C2ZS,H P SALES,H P SALES 27AXAPS5601C2ZS H P SALES 27AXAPS5601C2ZS H P SALES 27AXAPS5601C2ZS H P SALES 27AXAPS5601C2ZS,H P SALES 27AXAPS5601C2ZS H P SALES 27AXAPS5601C2ZS H P SALES 27AXAPS5601C2ZS H P SALES 27AXAPS5601C2ZS,1
SWIGGY_56,SWIGGY,27AXQPM9997F1ZE,JAIMALHAR,JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE,JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE JAIMALHAR 27AXQPM9997F1ZE,1
SWIGGY_57,SWIGGY,27AZHPK3047R1ZR,PUSHPANJAL FOODS AND BEVERAGES,PUSHPANJAL FOODS AND BEVERAGES 27AZHPK3047R1ZR PUSHPANJAL FOODS AND BEVERAGES 27AZHPK3047R1ZR,PUSHPANJAL FOODS AND BEVERAGES 27AZHPK3047R1ZR PUSHPANJAL FOODS AND BEVERAGES 27AZHPK3047R1ZR,1
SWIGGY_58,SWIGGY,27BKCPP0706R1ZS,SAI AGENCY,SAI AGENCY 27BKCPP0706R1ZS SAI AGENCY 27BKCPP0706R1ZS SAI AGENCY 27BKCPP0706R1ZS SAI AGENCY 27BKCPP0706R1ZS,SAI AGENCY 27BKCPP0706R1ZS SAI AGENCY 27BKCPP0706R1ZS SAI AGENCY 27BKCPP0706R1ZS SAI AGENCY 27BKCPP0706R1ZS,1
SWIGGY_59,SWIGGY,27BOEPS0820K1ZU,OM AGENCY / VISHAKHA ENTERPRISES,OM AGENCY / VISHAKHA ENTERPRISES 27BOEPS0820K1ZU OM AGENCY / VISHAKHA ENTERPRISES 27BOEPS0820K1ZU,OM AGENCY / VISHAKHA ENTERPRISES 27BOEPS0820K1ZU OM AGENCY / VISHAKHA ENTERPRISES 27BOEPS0820K1ZU,1
SWIGGY_60,SWIGGY,27CDGPM5465G1ZA,FOOD CRAFTERZ,FOOD CRAFTERZ 27CDGPM5465G1ZA FOOD CRAFTERZ 27CDGPM5465G1ZA FOOD CRAFTERZ 27CDGPM5465G1ZA FOOD CRAFTERZ 27CDGPM5465G1ZA,FOOD CRAFTERZ 27CDGPM5465G1ZA FOOD CRAFTERZ 27CDGPM5465G1ZA FOOD CRAFTERZ 27CDGPM5465G1ZA FOOD CRAFTERZ 27CDGPM5465G1ZA,1
SWIGGY_61,SWIGGY,27CEDPP4617P1ZX,SADGURU KRUPA SALES AGENCY,SADGURU KRUPA SALES AGENCY 27CEDPP4617P1ZX SADGURU KRUPA SALES AGENCY 27CEDPP4617P1ZX,SADGURU KRUPA SALES AGENCY 27CEDPP4617P1ZX SADGURU KRUPA SALES AGENCY 27CEDPP4617P1ZX,1
