VENDOR_ID,CLIENT,VENDOR_GSTIN,VENDOR_NAME,IDENTIFIER_TEXT,DOCUMENT_TEXT,MATCH_SCORE
SWIGGY_2914,SWIGGY,29ASHPR2189Q1ZN,SANTOSH RATHOD / ROYAL FRUITS SUPPLIER,SANTOSH RATHOD / ROYAL FRUITS SUPPLIER 29ASHPR2189Q1ZN SANTOSH RATHOD / ROYAL FRUITS SUPPLIER 29ASHPR2189Q1ZN,SANTOSH RATHOD / ROYAL FRUITS SUPPLIER 29ASHPR2189Q1ZN SANTOSH RATHOD / ROYAL FRUITS SUPPLIER 29ASHPR2189Q1ZN,1
SWIGGY_2915,SWIGGY,19CCDPS1416F1ZP,SANTRA ENTERPRISE,SANTRA ENTERPRISE 19CCDPS1416F1ZP SANTRA ENTERPRISE 19CCDPS1416F1ZP SANTRA ENTERPRISE 19CCDPS1416F1ZP SANTRA ENTERPRISE 19CCDPS1416F1ZP,SANTRA ENTERPRISE 19CCDPS1416F1ZP SANTRA ENTERPRISE 19CCDPS1416F1ZP SANTRA ENTERPRISE 19CCDPS1416F1ZP SANTRA ENTERPRISE 19CCDPS1416F1ZP,1
SWIGGY_2916,SWIGGY,33HIHPS9514P1ZD,SANVE TRADERS,SANVE TRADERS 33HIHPS9514P1ZD SANVE TRADERS 33HIHPS9514P1ZD SANVE TRADERS 33HIHPS9514P1ZD SANVE TRADERS 33HIHPS9514P1ZD,SANVE TRADERS 33HIHPS9514P1ZD SANVE TRADERS 33HIHPS9514P1ZD SANVE TRADERS 33HIHPS9514P1ZD SANVE TRADERS 33HIHPS9514P1ZD,1
SWIGGY_2917,SWIGGY,08AALCS4186R1ZB,SANWARIA SWEETS PRIVATE LIMITED,SANWARIA SWEETS PRIVATE LIMITED 08AALCS4186R1ZB SANWARIA SWEETS PRIVATE LIMITED 08AALCS4186R1ZB,SANWARIA SWEETS PRIVATE LIMITED 08AALCS4186R1ZB SANWARIA SWEETS PRIVATE LIMITED 08AALCS4186R1ZB,1
SWIGGY_2918,SWIGGY,32AATCS2659F1Z3,SAPINS FARM PRODUCTS PRIVATE LIMITED,SAPINS FARM PRODUCTS PRIVATE LIMITED 32AATCS2659F1Z3 SAPINS FARM PRODUCTS PRIVATE LIMITED 32AATCS2659F1Z3,SAPINS FARM PRODUCTS PRIVATE LIMITED 32AATCS2659F1Z3 SAPINS FARM PRODUCTS PRIVATE LIMITED 32AATCS2659F1Z3,1
SWIGGY_2919,SWIGGY,07BZPK6042H2ZH,SAPNA ENTERPRISES_DELHI,SAPNA ENTERPRISES_DELHI 07BZPK6042H2ZH SAPNA ENTERPRISES_DELHI 07BZPK6042H2ZH SAPNA ENTERPRISES_DELHI 07BZPK6042H2ZH SAPNA ENTERPRISES_DELHI 07BZPK6042H2ZH,SAPNA ENTERPRISES_DELHI 07BZPK6042H2ZH SAPNA ENTERPRISES_DELHI 07BZPK6042H2ZH SAPNA ENTERPRISES_DELHI 07BZPK6042H2ZH SAPNA ENTERPRISES_DELHI 07BZPK6042H2ZH,1
SWIGGY_2920,SWIGGY,19AAHCS6728H1ZX,SAPPERS INFOTECH PRIVATE LIMITED,SAPPERS INFOTECH PRIVATE LIMITED 19AAHCS6728H1ZX SAPPERS INFOTECH PRIVATE LIMITED 19AAHCS6728H1ZX,SAPPERS INFOTECH PRIVATE LIMITED 19AAHCS6728H1ZX SAPPERS INFOTECH PRIVATE LIMITED 19AAHCS6728H1ZX,1
SWIGGY_2921,SWIGGY,33BDIPK4487P1ZV,SAPTHAGIRI AGENCIES,SAPTHAGIRI AGENCIES 33BDIPK4487P1ZV SAPTHAGIRI AGENCIES 33BDIPK4487P1ZV SAPTHAGIRI AGENCIES 33BDIPK4487P1ZV SAPTHAGIRI AGENCIES 33BDIPK4487P1ZV,SAPTHAGIRI AGENCIES 33BDIPK4487P1ZV SAPTHAGIRI AGENCIES 33BDIPK4487P1ZV SAPTHAGIRI AGENCIES 33BDIPK4487P1ZV SAPTHAGIRI AGENCIES 33BDIPK4487P1ZV,1
SWIGGY_2922,SWIGGY,03ANAPG0187B1ZU,SARA FOODS,SARA FOODS 03ANAPG0187B1ZU SARA FOODS 03ANAPG0187B1ZU SARA FOODS 03ANAPG0187B1ZU SARA FOODS 03ANAPG0187B1ZU,SARA FOODS 03ANAPG0187B1ZU SARA FOODS 03ANAPG0187B1ZU SARA FOODS 03ANAPG0187B1ZU SARA FOODS 03ANAPG0187B1ZU,1
SWIGGY_2923,SWIGGY,19AAKFS3984K1ZD,SARAD INDUSTRIAL PRODUCTS,SARAD INDUSTRIAL PRODUCTS 19AAKFS3984K1ZD SARAD INDUSTRIAL PRODUCTS 19AAKFS3984K1ZD SARAD INDUSTRIAL PRODUCTS 19AAKFS3984K1ZD SARAD INDUSTRIAL PRODUCTS 19AAKFS3984K1ZD,SARAD INDUSTRIAL PRODUCTS 19AAKFS3984K1ZD SARAD INDUSTRIAL PRODUCTS 19AAKFS3984K1ZD SARAD INDUSTRIAL PRODUCTS 19AAKFS3984K1ZD SARAD INDUSTRIAL PRODUCTS 19AAKFS3984K1ZD,1
SWIGGY_2924,SWIGGY,36AMZPS9664F1ZY,SARDA AGENCIES HYD,SARDA AGENCIES HYD 36AMZPS9664F1ZY SARDA AGENCIES HYD 36AMZPS9664F1ZY SARDA AGENCIES HYD 36AMZPS9664F1ZY SARDA AGENCIES HYD 36AMZPS9664F1ZY,SARDA AGENCIES HYD 36AMZPS9664F1ZY SARDA AGENCIES HYD 36AMZPS9664F1ZY SARDA AGENCIES HYD 36AMZPS9664F1ZY SARDA AGENCIES HYD 36AMZPS9664F1ZY,1
SWIGGY_2925,SWIGGY,36AAKPR9960N1ZN,SARVESHWARA MARKETING,SARVESHWARA MARKETING 36AAKPR9960N1ZN SARVESHWARA MARKETING 36AAKPR9960N1ZN SARVESHWARA MARKETING 36AAKPR9960N1ZN SARVESHWARA MARKETING 36AAKPR9960N1ZN,SARVESHWARA MARKETING 36AAKPR9960N1ZN SARVESHWARA MARKETING 36AAKPR9960N1ZN SARVESHWARA MARKETING 36AAKPR9960N1ZN SARVESHWARA MARKETING 36AAKPR9960N1ZN,1
SWIGGY_2926,SWIGGY,03AWSPS7607K1ZW,SARWAL ENTERPRISES,SARWAL ENTERPRISES 03AWSPS7607K1ZW SARWAL ENTERPRISES 03AWSPS7607K1ZW SARWAL ENTERPRISES 03AWSPS7607K1ZW SARWAL ENTERPRISES 03AWSPS7607K1ZW,SARWAL ENTERPRISES 03AWSPS7607K1ZW SARWAL ENTERPRISES 03AWSPS7607K1ZW SARWAL ENTERPRISES 03AWSPS7607K1ZW SARWAL ENTERPRISES 03AWSPS7607K1ZW,1
SWIGGY_2927,SWIGGY,27CWWPM1163J1ZX,SASHA AGROVET,SASHA AGROVET 27CWWPM1163J1ZX SASHA AGROVET 27CWWPM1163J1ZX SASHA AGROVET 27CWWPM1163J1ZX SASHA AGROVET 27CWWPM1163J1ZX,SASHA AGROVET 27CWWPM1163J1ZX SASHA AGROVET 27CWWPM1163J1ZX SASHA AGROVET 27CWWPM1163J1ZX SASHA AGROVET 27CWWPM1163J1ZX,1
SWIGGY_2928,SWIGGY,07ACAPY2426J1ZG,SATENDER YADAV,SATENDER YADAV 07ACAPY2426J1ZG SATENDER YADAV 07ACAPY2426J1ZG SATENDER YADAV 07ACAPY2426J1ZG SATENDER YADAV 07ACAPY2426J1ZG,SATENDER YADAV 07ACAPY2426J1ZG SATENDER YADAV 07ACAPY2426J1ZG SATENDER YADAV 07ACAPY2426J1ZG SATENDER YADAV 07ACAPY2426J1ZG,1
SWIGGY_2929,SWIGGY,07AAZCS3848L1ZC,SATGURU LOGITECH INDIA PRIVATE LIMITED,SATGURU LOGITECH INDIA PRIVATE LIMITED 07AAZCS3848L1ZC SATGURU LOGITECH INDIA PRIVATE LIMITED 07AAZCS3848L1ZC,SATGURU LOGITECH INDIA PRIVATE LIMITED 07AAZCS3848L1ZC SATGURU LOGITECH INDIA PRIVATE LIMITED 07AAZCS3848L1ZC,1
SWIGGY_2930,SWIGGY,06AHIPN8594R1Z6,SATHVIK DISTRIBUTORS,SATHVIK DISTRIBUTORS 06AHIPN8594R1Z6 SATHVIK DISTRIBUTORS 06AHIPN8594R1Z6 SATHVIK DISTRIBUTORS 06AHIPN8594R1Z6 SATHVIK DISTRIBUTORS 06AHIPN8594R1Z6,SATHVIK DISTRIBUTORS 06AHIPN8594R1Z6 SATHVIK DISTRIBUTORS 06AHIPN8594R1Z6 SATHVIK DISTRIBUTORS 06AHIPN8594R1Z6 SATHVIK DISTRIBUTORS 06AHIPN8594R1Z6,1
SWIGGY_2931,SWIGGY,29AERPN0161N1ZW,SATHYA  SAI AGENCIES,SATHYA  SAI AGENCIES 29AERPN0161N1ZW SATHYA  SAI AGENCIES 29AERPN0161N1ZW,SATHYA  SAI AGENCIES 29AERPN0161N1ZW SATHYA  SAI AGENCIES 29AERPN0161N1ZW,1
SWIGGY_2932,SWIGGY,33AGXPJ1436A1ZO,SATI AGENCY,SATI AGENCY 33AGXPJ1436A1ZO SATI AGENCY 33AGXPJ1436A1ZO SATI AGENCY 33AGXPJ1436A1ZO SATI AGENCY 33AGXPJ1436A1ZO,SATI AGENCY 33AGXPJ1436A1ZO SATI AGENCY 33AGXPJ1436A1ZO SATI AGENCY 33AGXPJ1436A1ZO SATI AGENCY 33AGXPJ1436A1ZO,1
SWIGGY_2933,SWIGGY,06AEAFS7351C1ZA,SATSUMI FARMS LLP_DEL/NCR,SATSUMI FARMS LLP_DEL/NCR 06AEAFS7351C1ZA SATSUMI FARMS LLP_DEL/NCR 06AEAFS7351C1ZA SATSUMI FARMS LLP_DEL/NCR 06AEAFS7351C1ZA SATSUMI FARMS LLP_DEL/NCR 06AEAFS7351C1ZA,SATSUMI FARMS LLP_DEL/NCR 06AEAFS7351C1ZA SATSUMI FARMS LLP_DEL/NCR 06AEAFS7351C1ZA SATSUMI FARMS LLP_DEL/NCR 06AEAFS7351C1ZA SATSUMI FARMS LLP_DEL/NCR 06AEAFS7351C1ZA,1
SWIGGY_2934,SWIGGY,19AHJPG5240L1Z4,SATYANANDA ENTERPRISE,SATYANANDA ENTERPRISE 19AHJPG5240L1Z4 SATYANANDA ENTERPRISE 19AHJPG5240L1Z4 SATYANANDA ENTERPRISE 19AHJPG5240L1Z4 SATYANANDA ENTERPRISE 19AHJPG5240L1Z4,SATYANANDA ENTERPRISE 19AHJPG5240L1Z4 SATYANANDA ENTERPRISE 19AHJPG5240L1Z4 SATYANANDA ENTERPRISE 19AHJPG5240L1Z4 SATYANANDA ENTERPRISE 19AHJPG5240L1Z4,1
SWIGGY_2935,SWIGGY,03AEKPS4465B1ZM,SAWHNEY AGENCIES,SAWHNEY AGENCIES 03AEKPS4465B1ZM SAWHNEY AGENCIES 03AEKPS4465B1ZM SAWHNEY AGENCIES 03AEKPS4465B1ZM SAWHNEY AGENCIES 03AEKPS4465B1ZM,SAWHNEY AGENCIES 03AEKPS4465B1ZM SAWHNEY AGENCIES 03AEKPS4465B1ZM SAWHNEY AGENCIES 03AEKPS4465B1ZM SAWHNEY AGENCIES 03AEKPS4465B1ZM,1
SWIGGY_2936,SWIGGY,09AEJFS2189H1ZJ,SBV TRADES LLP,SBV TRADES LLP 09AEJFS2189H1ZJ SBV TRADES LLP 09AEJFS2189H1ZJ SBV TRADES LLP 09AEJFS2189H1ZJ SBV TRADES LLP 09AEJFS2189H1ZJ,SBV TRADES LLP 09AEJFS2189H1ZJ SBV TRADES LLP 09AEJFS2189H1ZJ SBV TRADES LLP 09AEJFS2189H1ZJ SBV TRADES LLP 09AEJFS2189H1ZJ,1
SWIGGY_2937,SWIGGY,29AABCS1624G2ZI,SCHNEIDER ELECTRIC INDIA PVT. LTD.,SCHNEIDER ELECTRIC INDIA PVT. LTD. 29AABCS1624G2ZI SCHNEIDER ELECTRIC INDIA PVT. LTD. 29AABCS1624G2ZI,SCHNEIDER ELECTRIC INDIA PVT. LTD. 29AABCS1624G2ZI SCHNEIDER ELECTRIC INDIA PVT. LTD. 29AABCS1624G2ZI,1
SWIGGY_2938,SWIGGY,29ABDFS4969A1ZZ,SEETHARAM AGENCIES- BANGALORE,SEETHARAM AGENCIES- BANGALORE 29ABDFS4969A1ZZ SEETHARAM AGENCIES- BANGALORE 29ABDFS4969A1ZZ SEETHARAM AGENCIES- BANGALORE 29ABDFS4969A1ZZ SEETHARAM AGENCIES- BANGALORE 29ABDFS4969A1ZZ,SEETHARAM AGENCIES- BANGALORE 29ABDFS4969A1ZZ SEETHARAM AGENCIES- BANGALORE 29ABDFS4969A1ZZ SEETHARAM AGENCIES- BANGALORE 29ABDFS4969A1ZZ SEETHARAM AGENCIES- BANGALORE 29ABDFS4969A1ZZ,1
SWIGGY_2939,SWIGGY,29AELFS0242K1ZQ,SEHARI FOODS LLP,SEHARI FOODS LLP 29AELFS0242K1ZQ SEHARI FOODS LLP 29AELFS0242K1ZQ SEHARI FOODS LLP 29AELFS0242K1ZQ SEHARI FOODS LLP 29AELFS0242K1ZQ,SEHARI FOODS LLP 29AELFS0242K1ZQ SEHARI FOODS LLP 29AELFS0242K1ZQ SEHARI FOODS LLP 29AELFS0242K1ZQ SEHARI FOODS LLP 29AELFS0242K1ZQ,1
SWIGGY_2940,SWIGGY,33AARCS2454A1ZK,SELLMORE MARKETING PRIVATE LIMITED,SELLMORE MARKETING PRIVATE LIMITED 33AARCS2454A1ZK SELLMORE MARKETING PRIVATE LIMITED 33AARCS2454A1ZK,SELLMORE MARKETING PRIVATE LIMITED 33AARCS2454A1ZK SELLMORE MARKETING PRIVATE LIMITED 33AARCS2454A1ZK,1
SWIGGY_2941,SWIGGY,07DBSPS2380P1ZM,SEMWAL ENTERPRISES_DELHI,SEMWAL ENTERPRISES_DELHI 07DBSPS2380P1ZM SEMWAL ENTERPRISES_DELHI 07DBSPS2380P1ZM SEMWAL ENTERPRISES_DELHI 07DBSPS2380P1ZM SEMWAL ENTERPRISES_DELHI 07DBSPS2380P1ZM,SEMWAL ENTERPRISES_DELHI 07DBSPS2380P1ZM SEMWAL ENTERPRISES_DELHI 07DBSPS2380P1ZM SEMWAL ENTERPRISES_DELHI 07DBSPS2380P1ZM SEMWAL ENTERPRISES_DELHI 07DBSPS2380P1ZM,1
SWIGGY_2942,SWIGGY,33AARCS9120R1ZK,SEOUL STORE TRADING PRIVATE LIMITED,SEOUL STORE TRADING PRIVATE LIMITED 33AARCS9120R1ZK SEOUL STORE TRADING PRIVATE LIMITED 33AARCS9120R1ZK,SEOUL STORE TRADING PRIVATE LIMITED 33AARCS9120R1ZK SEOUL STORE TRADING PRIVATE LIMITED 33AARCS9120R1ZK,1
SWIGGY_2943,SWIGGY,29ABDCS2549F1Z7,SERAPHINE DEV IMPEX PRIVATE LIMITED,SERAPHINE DEV IMPEX PRIVATE LIMITED 29ABDCS2549F1Z7 SERAPHINE DEV IMPEX PRIVATE LIMITED 29ABDCS2549F1Z7,SERAPHINE DEV IMPEX PRIVATE LIMITED 29ABDCS2549F1Z7 SERAPHINE DEV IMPEX PRIVATE LIMITED 29ABDCS2549F1Z7,1
SWIGGY_2944,SWIGGY,33ABDCS2549F1ZI,SERAPHINE DEV IMPEX PRIVATE LIMITED,SERAPHINE DEV IMPEX PRIVATE LIMITED 33ABDCS2549F1ZI SERAPHINE DEV IMPEX PRIVATE LIMITED 33ABDCS2549F1ZI,SERAPHINE DEV IMPEX PRIVATE LIMITED 33ABDCS2549F1ZI SERAPHINE DEV IMPEX PRIVATE LIMITED 33ABDCS2549F1ZI,1
SWIGGY_2945,SWIGGY,27ADXFS4859D1ZC,SERVICE MAGICIAN,SERVICE MAGICIAN 27ADXFS4859D1ZC SERVICE MAGICIAN 27ADXFS4859D1ZC SERVICE MAGICIAN 27ADXFS4859D1ZC SERVICE MAGICIAN 27ADXFS4859D1ZC,SERVICE MAGICIAN 27ADXFS4859D1ZC SERVICE MAGICIAN 27ADXFS4859D1ZC SERVICE MAGICIAN 27ADXFS4859D1ZC SERVICE MAGICIAN 27ADXFS4859D1ZC,1
SWIGGY_2946,SWIGGY,03AFLPS1139N1Z5,SETHI DISTRIBUTORS,SETHI DISTRIBUTORS 03AFLPS1139N1Z5 SETHI DISTRIBUTORS 03AFLPS1139N1Z5 SETHI DISTRIBUTORS 03AFLPS1139N1Z5 SETHI DISTRIBUTORS 03AFLPS1139N1Z5,SETHI DISTRIBUTORS 03AFLPS1139N1Z5 SETHI DISTRIBUTORS 03AFLPS1139N1Z5 SETHI DISTRIBUTORS 03AFLPS1139N1Z5 SETHI DISTRIBUTORS 03AFLPS1139N1Z5,1
SWIGGY_2947,SWIGGY,33AALHV5276J1ZK,SGBT ENTERPRIZES,SGBT ENTERPRIZES 33AALHV5276J1ZK SGBT ENTERPRIZES 33AALHV5276J1ZK SGBT ENTERPRIZES 33AALHV5276J1ZK SGBT ENTERPRIZES 33AALHV5276J1ZK,SGBT ENTERPRIZES 33AALHV5276J1ZK SGBT ENTERPRIZES 33AALHV5276J1ZK SGBT ENTERPRIZES 33AALHV5276J1ZK SGBT ENTERPRIZES 33AALHV5276J1ZK,1
SWIGGY_2948,SWIGGY,33AAAFS9485K1ZP,SHA KANTILAL JAYANTILAL,SHA KANTILAL JAYANTILAL 33AAAFS9485K1ZP SHA KANTILAL JAYANTILAL 33AAAFS9485K1ZP SHA KANTILAL JAYANTILAL 33AAAFS9485K1ZP SHA KANTILAL JAYANTILAL 33AAAFS9485K1ZP,SHA KANTILAL JAYANTILAL 33AAAFS9485K1ZP SHA KANTILAL JAYANTILAL 33AAAFS9485K1ZP SHA KANTILAL JAYANTILAL 33AAAFS9485K1ZP SHA KANTILAL JAYANTILAL 33AAAFS9485K1ZP,1
SWIGGY_2949,SWIGGY,06ABYPB9922B1ZL,SHAGUN AGENCIES,SHAGUN AGENCIES 06ABYPB9922B1ZL SHAGUN AGENCIES 06ABYPB9922B1ZL SHAGUN AGENCIES 06ABYPB9922B1ZL SHAGUN AGENCIES 06ABYPB9922B1ZL,SHAGUN AGENCIES 06ABYPB9922B1ZL SHAGUN AGENCIES 06ABYPB9922B1ZL SHAGUN AGENCIES 06ABYPB9922B1ZL SHAGUN AGENCIES 06ABYPB9922B1ZL,1
SWIGGY_2950,SWIGGY,19ATBPS5506P1Z2,SHAH ASSOCIATES,SHAH ASSOCIATES 19ATBPS5506P1Z2 SHAH ASSOCIATES 19ATBPS5506P1Z2 SHAH ASSOCIATES 19ATBPS5506P1Z2 SHAH ASSOCIATES 19ATBPS5506P1Z2,SHAH ASSOCIATES 19ATBPS5506P1Z2 SHAH ASSOCIATES 19ATBPS5506P1Z2 SHAH ASSOCIATES 19ATBPS5506P1Z2 SHAH ASSOCIATES 19ATBPS5506P1Z2,1
SWIGGY_2951,SWIGGY,24BZCPB4148Q1Z8,SHAKTIKRUPA SALES AGENCY,SHAKTIKRUPA SALES AGENCY 24BZCPB4148Q1Z8 SHAKTIKRUPA SALES AGENCY 24BZCPB4148Q1Z8 SHAKTIKRUPA SALES AGENCY 24BZCPB4148Q1Z8 SHAKTIKRUPA SALES AGENCY 24BZCPB4148Q1Z8,SHAKTIKRUPA SALES AGENCY 24BZCPB4148Q1Z8 SHAKTIKRUPA SALES AGENCY 24BZCPB4148Q1Z8 SHAKTIKRUPA SALES AGENCY 24BZCPB4148Q1Z8 SHAKTIKRUPA SALES AGENCY 24BZCPB4148Q1Z8,1
SWIGGY_2952,SWIGGY,33AEKPV1062P1Z0,SHALOM ENTERPRISES,SHALOM ENTERPRISES 33AEKPV1062P1Z0 SHALOM ENTERPRISES 33AEKPV1062P1Z0 SHALOM ENTERPRISES 33AEKPV1062P1Z0 SHALOM ENTERPRISES 33AEKPV1062P1Z0,SHALOM ENTERPRISES 33AEKPV1062P1Z0 SHALOM ENTERPRISES 33AEKPV1062P1Z0 SHALOM ENTERPRISES 33AEKPV1062P1Z0 SHALOM ENTERPRISES 33AEKPV1062P1Z0,1
SWIGGY_2953,SWIGGY,29AEWPJ8421J1ZS,SHAMANTHAKA ENTERPRISES - BANGALORE,SHAMANTHAKA ENTERPRISES - BANGALORE 29AEWPJ8421J1ZS SHAMANTHAKA ENTERPRISES - BANGALORE 29AEWPJ8421J1ZS,SHAMANTHAKA ENTERPRISES - BANGALORE 29AEWPJ8421J1ZS SHAMANTHAKA ENTERPRISES - BANGALORE 29AEWPJ8421J1ZS,1
SWIGGY_2954,SWIGGY,07ABDCS8429E1Z8,SHAMBHU TECHNOLOGY SERVICES PRIVATE LIMITED,SHAMBHU TECHNOLOGY SERVICES PRIVATE LIMITED 07ABDCS8429E1Z8 SHAMBHU TECHNOLOGY SERVICES PRIVATE LIMITED 07ABDCS8429E1Z8,SHAMBHU TECHNOLOGY SERVICES PRIVATE LIMITED 07ABDCS8429E1Z8 SHAMBHU TECHNOLOGY SERVICES PRIVATE LIMITED 07ABDCS8429E1Z8,1
SWIGGY_2955,SWIGGY,27AEHPC0244B1ZA,SHANIKRUPA AGENCY,SHANIKRUPA AGENCY 27AEHPC0244B1ZA SHANIKRUPA AGENCY 27AEHPC0244B1ZA SHANIKRUPA AGENCY 27AEHPC0244B1ZA SHANIKRUPA AGENCY 27AEHPC0244B1ZA,SHANIKRUPA AGENCY 27AEHPC0244B1ZA SHANIKRUPA AGENCY 27AEHPC0244B1ZA SHANIKRUPA AGENCY 27AEHPC0244B1ZA SHANIKRUPA AGENCY 27AEHPC0244B1ZA,1
SWIGGY_2956,SWIGGY,33ADBPV0947K1ZD,SHANMUGHAM MARKETING,SHANMUGHAM MARKETING 33ADBPV0947K1ZD SHANMUGHAM MARKETING 33ADBPV0947K1ZD SHANMUGHAM MARKETING 33ADBPV0947K1ZD SHANMUGHAM MARKETING 33ADBPV0947K1ZD,SHANMUGHAM MARKETING 33ADBPV0947K1ZD SHANMUGHAM MARKETING 33ADBPV0947K1ZD SHANMUGHAM MARKETING 33ADBPV0947K1ZD SHANMUGHAM MARKETING 33ADBPV0947K1ZD,1
SWIGGY_2957,SWIGGY,29AEXPK4981K1ZF,SHANTI TRADERS - BANGALORE,SHANTI TRADERS - BANGALORE 29AEXPK4981K1ZF SHANTI TRADERS - BANGALORE 29AEXPK4981K1ZF,SHANTI TRADERS - BANGALORE 29AEXPK4981K1ZF SHANTI TRADERS - BANGALORE 29AEXPK4981K1ZF,1
SWIGGY_2958,SWIGGY,29ABFCS4356Q1ZH,SHARABHA AGRO TECH PRIVATE LIMITED,SHARABHA AGRO TECH PRIVATE LIMITED 29ABFCS4356Q1ZH SHARABHA AGRO TECH PRIVATE LIMITED 29ABFCS4356Q1ZH,SHARABHA AGRO TECH PRIVATE LIMITED 29ABFCS4356Q1ZH SHARABHA AGRO TECH PRIVATE LIMITED 29ABFCS4356Q1ZH,1
SWIGGY_2959,SWIGGY,33AIQPD7384N2ZL,SHARON ENTERPRISES,SHARON ENTERPRISES 33AIQPD7384N2ZL SHARON ENTERPRISES 33AIQPD7384N2ZL SHARON ENTERPRISES 33AIQPD7384N2ZL SHARON ENTERPRISES 33AIQPD7384N2ZL,SHARON ENTERPRISES 33AIQPD7384N2ZL SHARON ENTERPRISES 33AIQPD7384N2ZL SHARON ENTERPRISES 33AIQPD7384N2ZL SHARON ENTERPRISES 33AIQPD7384N2ZL,1
SWIGGY_2960,SWIGGY,29EGMPM0933C1ZD,SHARVAAYA ENTERPRISES,SHARVAAYA ENTERPRISES 29EGMPM0933C1ZD SHARVAAYA ENTERPRISES 29EGMPM0933C1ZD SHARVAAYA ENTERPRISES 29EGMPM0933C1ZD SHARVAAYA ENTERPRISES 29EGMPM0933C1ZD,SHARVAAYA ENTERPRISES 29EGMPM0933C1ZD SHARVAAYA ENTERPRISES 29EGMPM0933C1ZD SHARVAAYA ENTERPRISES 29EGMPM0933C1ZD SHARVAAYA ENTERPRISES 29EGMPM0933C1ZD,1
SWIGGY_2961,SWIGGY,27AAVCS8763J1ZA,SHATAYUSHI ORGANIC PRIVATE LIMITED,SHATAYUSHI ORGANIC PRIVATE LIMITED 27AAVCS8763J1ZA SHATAYUSHI ORGANIC PRIVATE LIMITED 27AAVCS8763J1ZA,SHATAYUSHI ORGANIC PRIVATE LIMITED 27AAVCS8763J1ZA SHATAYUSHI ORGANIC PRIVATE LIMITED 27AAVCS8763J1ZA,1
SWIGGY_2962,SWIGGY,29AAPFS7832P1Z2,SHEEBA ASSOCIATES - BANGALORE,SHEEBA ASSOCIATES - BANGALORE 29AAPFS7832P1Z2 SHEEBA ASSOCIATES - BANGALORE 29AAPFS7832P1Z2,SHEEBA ASSOCIATES - BANGALORE 29AAPFS7832P1Z2 SHEEBA ASSOCIATES - BANGALORE 29AAPFS7832P1Z2,1
SWIGGY_2963,SWIGGY,07AFGPN2722M2Z9,SHEETAL COMUNICATION,SHEETAL COMUNICATION 07AFGPN2722M2Z9 SHEETAL COMUNICATION 07AFGPN2722M2Z9 SHEETAL COMUNICATION 07AFGPN2722M2Z9 SHEETAL COMUNICATION 07AFGPN2722M2Z9,SHEETAL COMUNICATION 07AFGPN2722M2Z9 SHEETAL COMUNICATION 07AFGPN2722M2Z9 SHEETAL COMUNICATION 07AFGPN2722M2Z9 SHEETAL COMUNICATION 07AFGPN2722M2Z9,1
SWIGGY_2964,SWIGGY,32ADUPT5554F1Z4,SHERLYS DISTRIBUTORS AND AGENTS,SHERLYS DISTRIBUTORS AND AGENTS 32ADUPT5554F1Z4 SHERLYS DISTRIBUTORS AND AGENTS 32ADUPT5554F1Z4,SHERLYS DISTRIBUTORS AND AGENTS 32ADUPT5554F1Z4 SHERLYS DISTRIBUTORS AND AGENTS 32ADUPT5554F1Z4,1
SWIGGY_2965,SWIGGY,19FIYPS7655L1ZQ,SHIB BHANDAR,SHIB BHANDAR 19FIYPS7655L1ZQ SHIB BHANDAR 19FIYPS7655L1ZQ SHIB BHANDAR 19FIYPS7655L1ZQ SHIB BHANDAR 19FIYPS7655L1ZQ,SHIB BHANDAR 19FIYPS7655L1ZQ SHIB BHANDAR 19FIYPS7655L1ZQ SHIB BHANDAR 19FIYPS7655L1ZQ SHIB BHANDAR 19FIYPS7655L1ZQ,1
SWIGGY_2966,SWIGGY,24AXOPP3786D1Z4,SHIHORI SALES,SHIHORI SALES 24AXOPP3786D1Z4 SHIHORI SALES 24AXOPP3786D1Z4 SHIHORI SALES 24AXOPP3786D1Z4 SHIHORI SALES 24AXOPP3786D1Z4,SHIHORI SALES 24AXOPP3786D1Z4 SHIHORI SALES 24AXOPP3786D1Z4 SHIHORI SALES 24AXOPP3786D1Z4 SHIHORI SALES 24AXOPP3786D1Z4,1
SWIGGY_2967,SWIGGY,09ADYFS1794G1Z7,SHIPRAA DISTRIBUTORS,SHIPRAA DISTRIBUTORS 09ADYFS1794G1Z7 SHIPRAA DISTRIBUTORS 09ADYFS1794G1Z7 SHIPRAA DISTRIBUTORS 09ADYFS1794G1Z7 SHIPRAA DISTRIBUTORS 09ADYFS1794G1Z7,SHIPRAA DISTRIBUTORS 09ADYFS1794G1Z7 SHIPRAA DISTRIBUTORS 09ADYFS1794G1Z7 SHIPRAA DISTRIBUTORS 09ADYFS1794G1Z7 SHIPRAA DISTRIBUTORS 09ADYFS1794G1Z7,1
