VENDOR_NAME,VENDOR_ID,TABLE_NAME,HEADER,FOOTER,COLUMN_NAME,COLUMN_HEADER,COLUMN_NO,ANCHOR_COLUMN,ANCHOR_COLUMN_ALIGNMENT,COLUMN_TYPE,TABLE_HEADER_ALIGNMENT,TABLE_VALUE_ALIGNMENT,HEADER_SHIFT_UNITS
S S P PACKAGING INDUSTRIES PVT LTD.pdf,PERNOD_5140,LI,Not Applicable,E Way Bill No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
S S P PACKAGING INDUSTRIES PVT LTD.pdf,PERNOD_5140,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
S S P PACKAGING INDUSTRIES PVT LTD.pdf,PERNOD_5140,LI,Not Applicable,Not Applicable,LI_itemDescription,Description and Specification of Goods,1,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
S S P PACKAGING INDUSTRIES PVT LTD.pdf,PERNOD_5140,LI,Not Applicable,Not Applicable,LI_unitPrice,RATE (RS),2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
S S P PACKAGING INDUSTRIES PVT LTD.pdf,PERNOD_5140,LI,Not Applicable,Not Applicable,LI_itemValue,Total Price Of,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
S R INFOTECH.pdf,PERNOD_5138,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
S R INFOTECH.pdf,PERNOD_5138,LI,Not Applicable,SUBTOTAL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
S R INFOTECH.pdf,PERNOD_5138,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
S R INFOTECH.pdf,PERNOD_5138,LI,Not Applicable,Not Applicable,LI_itemDescription,Description,1,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
S R INFOTECH.pdf,PERNOD_5138,LI,Not Applicable,Not Applicable,LI_HSNCode,HSN/SAC,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
S R INFOTECH.pdf,PERNOD_5138,LI,Not Applicable,Not Applicable,LI_itemQuantity,Qty,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
S R INFOTECH.pdf,PERNOD_5138,LI,Not Applicable,Not Applicable,LI_unitPrice,UNIT PRICE,4,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
S R INFOTECH.pdf,PERNOD_5138,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,5,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Duty Total,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,Date,Date,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,0.7
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,LI_itemCode,Car No,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,LI_itemDescription,Car Type,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,LI_itemCode,Slip No,4,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,Hours,Hours,5,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,K.M ,K.M ,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,Parkg,Parkg,4,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
OM CAR RENTAL.pdf,PERNOD_5108,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,5,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
NEXT VISION GRAPHICS.pdf,PERNOD_5105,LI,Place of Supply,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
NEXT VISION GRAPHICS.pdf,PERNOD_5105,LI,Not Applicable,GST Summary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
NEXT VISION GRAPHICS.pdf,PERNOD_5105,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
NEXT VISION GRAPHICS.pdf,PERNOD_5105,LI,Not Applicable,Not Applicable,LI_itemDescription,Particulars,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,0.7
NEXT VISION GRAPHICS.pdf,PERNOD_5105,LI,Not Applicable,Not Applicable,LI_itemQuantity,Quantity,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
NEXT VISION GRAPHICS.pdf,PERNOD_5105,LI,Not Applicable,Not Applicable,LI_unitPrice,Rate,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
NEXT VISION GRAPHICS.pdf,PERNOD_5105,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,4,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
NEW RAAT DEEN SERVICE.TIF,PERNOD_5104,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
NEW RAAT DEEN SERVICE.TIF,PERNOD_5104,LI,Not Applicable,Parking Charges,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
NEW RAAT DEEN SERVICE.TIF,PERNOD_5104,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
NEW RAAT DEEN SERVICE.TIF,PERNOD_5104,LI,Not Applicable,Not Applicable,LI_itemCode,Car No,1,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
NEW RAAT DEEN SERVICE.TIF,PERNOD_5104,LI,Not Applicable,Not Applicable,Date Of Use,Date Of Use,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
NEW RAAT DEEN SERVICE.TIF,PERNOD_5104,LI,Not Applicable,Not Applicable,LI_itemDescription,Car Type,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
NEW RAAT DEEN SERVICE.TIF,PERNOD_5104,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,4,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
AD-O-GRAPH,PERNOD_9000,LI,Tax Invoice/Challan,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
AD-O-GRAPH,PERNOD_9000,LI,Not Applicable,Rupees Seventeen Thousand Sixty One & Paise Fifty Eight Only,,,,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
AD-O-GRAPH,PERNOD_9000,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
AD-O-GRAPH,PERNOD_9000,LI,Not Applicable,Not Applicable,LI_itemDescription,Particulars of Item(s),1,YES,NONE,MULTI,MIDDLE,LEFT,0.5
AD-O-GRAPH,PERNOD_9000,LI,Not Applicable,Not Applicable,LI_HSNCode,HSN Code,2,YES,NONE,Not Applicable,NONE,NONE,NONE
AD-O-GRAPH,PERNOD_9000,LI,Not Applicable,Not Applicable,LI_itemQuantity,Qty,3,YES,NONE,Not Applicable,NONE,NONE,NONE
AD-O-GRAPH,PERNOD_9000,LI,Not Applicable,Not Applicable,LI_unitPrice,Rate,4,YES,NONE,Not Applicable,NONE,NONE,NONE
AD-O-GRAPH,PERNOD_9000,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,5,YES,NONE,Not Applicable,NONE,NONE,NONE
CHANDRANI ENTERPRISE,PERNOD_9012,LI,PURCHASE ORDER NO.,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
CHANDRANI ENTERPRISE,PERNOD_9012,LI,Not Applicable,Rupees Seventeen Thousand Sixty One & Paise Fifty Eight Only,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
CHANDRANI ENTERPRISE,PERNOD_9012,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
CHANDRANI ENTERPRISE,PERNOD_9012,LI,Not Applicable,Not Applicable,LI_HSNCode,HSN/SAC,1,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
CHANDRANI ENTERPRISE,PERNOD_9012,LI,Not Applicable,Not Applicable,LI_itemDescription,DESCROPTION,2,Not Applicable,NONE,MULTI,MIDDLE,LEFT,0.5
CHANDRANI ENTERPRISE,PERNOD_9012,LI,Not Applicable,Not Applicable,LI_itemQuantity,QTY,3,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
CHANDRANI ENTERPRISE,PERNOD_9012,LI,Not Applicable,Not Applicable,LI_unitPrice,PRICE,4,Not Applicable,NONE,Not Applicable,MIDDLE,RIGHT,0.5
CHANDRANI ENTERPRISE,PERNOD_9012,LI,Not Applicable,Not Applicable,LI_itemValue,AMOUNT(Rs.),5,Not Applicable,NONE,Not Applicable,MIDDLE,RIGHT,0.5
SIMRAN TOUR AND TRAVELS,PERNOD_9020,LI,ORDER NO:,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
SIMRAN TOUR AND TRAVELS,PERNOD_9020,LI,Not Applicable,Amount Chargeable (in words),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
SIMRAN TOUR AND TRAVELS,PERNOD_9020,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
SIMRAN TOUR AND TRAVELS,PERNOD_9020,LI,Not Applicable,Not Applicable,LI_itemDescription,Description of  ,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,0.5
SIMRAN TOUR AND TRAVELS,PERNOD_9020,LI,Not Applicable,Not Applicable,LI_HSNCode,HSN/SAC,2,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
SIMRAN TOUR AND TRAVELS,PERNOD_9020,LI,Not Applicable,Not Applicable,LI_itemQuantity,Quantity  ,3,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
SIMRAN TOUR AND TRAVELS,PERNOD_9020,LI,Not Applicable,Not Applicable,LI_unitPrice,Price,4,Not Applicable,Not Applicable,Not Applicable,MIDDLE,RIGHT,NONE
SIMRAN TOUR AND TRAVELS,PERNOD_9020,LI,Not Applicable,Not Applicable,LI_itemValue,AMOUNT(Rs.),5,Not Applicable,Not Applicable,Not Applicable,MIDDLE,RIGHT,0.5
GINGERBAY SERVICES,VELANKANI_2164,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
GINGERBAY SERVICES,VELANKANI_2164,LI,Not Applicable,SUBTOTAL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
GINGERBAY SERVICES,VELANKANI_2164,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
GINGERBAY SERVICES,VELANKANI_2164,LI,Not Applicable,Not Applicable,LI_itemDescription,SERVICE TYPE,1,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
GINGERBAY SERVICES,VELANKANI_2164,LI,Not Applicable,Not Applicable,LI_itemQuantity,QTY,2,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
GINGERBAY SERVICES,VELANKANI_2164,LI,Not Applicable,Not Applicable,LI_unitPrice,RATE,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
GINGERBAY SERVICES,VELANKANI_2164,LI,Not Applicable,Not Applicable,LI_itemValue,AMOUNT,4,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Velankani Cloud Solutions Private Limited,VELANKANI_2447,LI,GSTIN,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Velankani Cloud Solutions Private Limited,VELANKANI_2447,LI,Not Applicable,Total Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Velankani Cloud Solutions Private Limited,VELANKANI_2447,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
Velankani Cloud Solutions Private Limited,VELANKANI_2447,LI,Not Applicable,Not Applicable,LI_itemDescription,Description,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,0.5
Velankani Cloud Solutions Private Limited,VELANKANI_2447,LI,Not Applicable,Not Applicable,LI_HSNCode,SAC Code,2,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Velankani Cloud Solutions Private Limited,VELANKANI_2447,LI,Not Applicable,Not Applicable,LI_itemQuantity,Qty,3,YES,Not Applicable,Not Applicable,MIDDLE,LEFT,0.5
Velankani Cloud Solutions Private Limited,VELANKANI_2447,LI,Not Applicable,Not Applicable,LI_unitPrice,Price,4,YES,Not Applicable,Not Applicable,MIDDLE,LEFT,0.5
Velankani Cloud Solutions Private Limited,VELANKANI_2447,LI,Not Applicable,Not Applicable,LI_itemValue,Total,5,YES,Not Applicable,Not Applicable,MIDDLE,RIGHT,0.8
DIGI-KEY,VELANKANI_27,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
DIGI-KEY,VELANKANI_27,LI,Not Applicable,Total Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
DIGI-KEY,VELANKANI_27,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
DIGI-KEY,VELANKANI_27,LI,Not Applicable,Not Applicable,LI_itemDescription,Description,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,0.5
DIGI-KEY,VELANKANI_27,LI,Not Applicable,Not Applicable,LI_HSNCode,SAC Code,2,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
DIGI-KEY,VELANKANI_27,LI,Not Applicable,Not Applicable,LI_itemQuantity,Qty,3,YES,Not Applicable,Not Applicable,MIDDLE,LEFT,0.5
DIGI-KEY,VELANKANI_27,LI,Not Applicable,Not Applicable,LI_unitPrice,Price,4,YES,Not Applicable,Not Applicable,MIDDLE,LEFT,0.5
DIGI-KEY,VELANKANI_27,LI,Not Applicable,Not Applicable,LI_itemValue,Total,5,YES,Not Applicable,Not Applicable,MIDDLE,RIGHT,0.8
INDUSTRIAL BOLT CENTER,VELANKANI_4034,LI,GSTIN,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
INDUSTRIAL BOLT CENTER,VELANKANI_4034,LI,Not Applicable,Taxable Amt,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
INDUSTRIAL BOLT CENTER,VELANKANI_4034,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
INDUSTRIAL BOLT CENTER,VELANKANI_4034,LI,Not Applicable,Not Applicable,LI_itemDescription,Description of Goods,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,0.8
INDUSTRIAL BOLT CENTER,VELANKANI_4034,LI,Not Applicable,Not Applicable,LI_HSNCode,HSN No,2,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
INDUSTRIAL BOLT CENTER,VELANKANI_4034,LI,Not Applicable,Not Applicable,LI_itemQuantity,Qty,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
INDUSTRIAL BOLT CENTER,VELANKANI_4034,LI,Not Applicable,Not Applicable,LI_unitPrice,Rate,4,YES,Not Applicable,Not Applicable,MIDDLE,LEFT,0.5
INDUSTRIAL BOLT CENTER,VELANKANI_4034,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,5,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Burhani Enterprises,VELANKANI_18,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Burhani Enterprises,VELANKANI_18,LI,Not Applicable,Total Amunt Before Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Burhani Enterprises,VELANKANI_18,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
Burhani Enterprises,VELANKANI_18,LI,Not Applicable,Not Applicable,LI_itemDescription,Name of Product/Service,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,1
Burhani Enterprises,VELANKANI_18,LI,Not Applicable,Not Applicable,LI_HSNCode,HSN Code,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Burhani Enterprises,VELANKANI_18,LI,Not Applicable,Not Applicable,LI_itemQuantity,QTY,3,YES,Not Applicable,Not Applicable,MIDDLE,RIGHT,0.4
Burhani Enterprises,VELANKANI_18,LI,Not Applicable,Not Applicable,LI_unitPrice,RATE,4,YES,Not Applicable,Not Applicable,MIDDLE,RIGHT,0.4
Burhani Enterprises,VELANKANI_18,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,5,YES,Not Applicable,Not Applicable,MIDDLE,RIGHT,0.4
Manjubuddala,VELANKANI_2397,LI,state karnataka,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Manjubuddala,VELANKANI_2397,LI,Not Applicable,Total amount in words,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Manjubuddala,VELANKANI_2397,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
Manjubuddala,VELANKANI_2397,LI,Not Applicable,Not Applicable,LI_itemDescription,Particulars,1,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
Manjubuddala,VELANKANI_2397,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Bydesign india Pvt Limited,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Not Applicable,page 1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Not Applicable,Not Applicable,PI Number,PI number,1,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Not Applicable,Not Applicable,LI_itemDescription,Part Number/ Description ,2,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Not Applicable,Not Applicable,LI_HSNCode,HS code,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Not Applicable,Not Applicable,LI_itemQuantity,quantity,4,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Not Applicable,Not Applicable,LI_unitPrice,Unit Price,5,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Aurora Components Co.Ltd,VELANKANI_4027,LI,Not Applicable,Not Applicable,LI_itemValue,Value cost,6,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Bydesign india Pvt Limited,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Bare printed circuit board ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,PO NO.,PO NO.,1,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,HOPESEARCH,HOPESEARCH,2,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,LI_HSNCode,Clients part No,3,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,LI_itemDescription,Description,4,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,LI_itemQuantity,Qty's,5,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,LI_unitPrice,Unit Price,6,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,Tooling ,Tooling ,7,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
"Shenzhen Hopesearch PCB Manufacturing Co.,LTD",VELANKANI_4035,LI,Not Applicable,Not Applicable,LI_itemValue,Amount,8,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,SOLD TO,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,USD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,SHIPPED TO,SHIPPED TO,1,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,BACK,BACK,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,LINE ,LINE ,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,CLASS,CLASS,4,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,MFR,MFR,5,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,LI_itemDescription,PRODUCT DESCRIPTION,6,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,Gross weight kg,Gross weight kg,7,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,Net weight kg,Net weight kg,8,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,LI_unitPrice,unit price,9,YES,Not Applicable,Not Applicable,MIDDLE,RIGHT,1
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,U/M,U/M,10,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Future Electronic INC.,VELANKANI_4031,LI,Not Applicable,Not Applicable,LI_itemValue,AMOUNT,11,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Green Labs,VELANKANI_366,LI,"M/s. VELANKANI ELECTRONICS PVT LTD, U-2",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Green Labs,VELANKANI_366,LI,Not Applicable,Bank Details,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Green Labs,VELANKANI_366,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,MIDDLE,Not Applicable,NONE,NONE,NONE
Green Labs,VELANKANI_366,LI,Not Applicable,Not Applicable,LI_itemDescription,Description,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,1
Green Labs,VELANKANI_366,LI,Not Applicable,Not Applicable,LI_HSNCode,SAC Code,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Green Labs,VELANKANI_366,LI,Not Applicable,Not Applicable,LI_itemQuantity,Qty,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Green Labs,VELANKANI_366,LI,Not Applicable,Not Applicable,LI_unitPrice,Price,4,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Green Labs,VELANKANI_366,LI,Not Applicable,Not Applicable,LI_itemValue,Total,5,YES,Not Applicable,Not Applicable,MIDDLE,RIGHT,1
Chandra Shekar,VELANKANI_228,LI,M/S Bydesign India pvt Ltd,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Chandra Shekar,VELANKANI_228,LI,Not Applicable,for C S Crane service,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Chandra Shekar,VELANKANI_228,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,TOP,Not Applicable,NONE,NONE,NONE
