VENDOR_NAME,VENDOR_ID,TABLE_NAME,HEADER,FOOTER,COLUMN_NAME,COLUMN_HEADER,COLUMN_NO,ANCHOR_COLUMN,ANCHOR_COLUMN_ALIGNMENT,COLUMN_TYPE,TABLE_HEADER_ALIGNMENT,TABLE_VALUE_ALIGNMENT,HEADER_SHIFT_UNITS
Chandra Shekar,VELANKANI_228,LI,Not Applicable,Not Applicable,LI_itemDescription,PARTICULARS,1,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
Chandra Shekar,VELANKANI_228,LI,Not Applicable,Not Applicable,INVOICE NO,INVOICE NO,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Chandra Shekar,VELANKANI_228,LI,Not Applicable,Not Applicable,LI_itemQuantity,NO OF,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
Chandra Shekar,VELANKANI_228,LI,Not Applicable,Not Applicable,LI_unitPrice,RATE,4,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
Chandra Shekar,VELANKANI_228,LI,Not Applicable,Not Applicable,LI_itemValue,AMOUNT,5,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
R K T R &Co,VELANKANI_4040,LI,Buyer(Bill to),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
R K T R &Co,VELANKANI_4040,LI,Not Applicable,Amount chargeable(in words),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
R K T R &Co,VELANKANI_4040,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
R K T R &Co,VELANKANI_4040,LI,Not Applicable,Not Applicable,LI_itemDescription,PARTICULARS,1,Not Applicable,Not Applicable,MULTI,MIDDLE,LEFT,1
R K T R &Co,VELANKANI_4040,LI,Not Applicable,Not Applicable,LI_HSNCode,HSN/SAC,2,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
R K T R &Co,VELANKANI_4040,LI,Not Applicable,Not Applicable,LI_itemValue,AMOUNT,3,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,RATES AND ACCESSORIALS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Surcharge,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,LI_itemDescription,Description of Goods,1,Not Applicable,Not Applicable,MULTI,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,LI_Type,Type,2,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,LI_itemQuantity,Unit,3,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Sub-Total,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NONE,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,LI_itemDescription,Description of Goods,1,Not Applicable,Not Applicable,MULTI,MIDDLE,RIGHT,1
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,LI_Type,Type,2,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,LI_itemQuantity,Units,3,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,LI_unitPrice,Per Unit,4,Not Applicable,Not Applicable,Not Applicable,NONE,NONE,NONE
FREIGHT,FREIGHT_4,LI,Not Applicable,Not Applicable,LI_itemValue,Total,5,YES,Not Applicable,Not Applicable,NONE,NONE,NONE
